station_id,wmo_id,latitude,longitude,elevation_m,site,state,country,site_type
KHYI,,29.8927,-97.862999,597,San Marcos Regional Airport,US-TX,San Marcos,
TS15,,29.89290047,-104.262001,4400,Cibolo Creek Ranch Airport,US-TX,Marfa,
49TA,,29.895727,-95.021083,49,Roeder Airport,US-TX,Crosby,
US-1823,,29.896741,-96.901994,0,La Grange Municipal Airport - Guenther Field,US-AZ,La Grange,
XA49,,29.897575,-101.579628,1820,Oso Canyon Airport,US-TX,Langtry,
14TA,,29.89859962,-98.40309906,1180,Dean Ranch Airport,US-TX,Startzville,
K2R1,,29.89909935,-91.66600037,14,Le Maire Memorial Airport,US-LA,Jeanerette,
LLYO,,29.901111,35.0675,249,Yotvata Airfield,IL-D,Yotvata,
88TE,,29.9016,-96.793263,385,Thunderbird Southwest Airport,US-TX,La Grange,
5FL1,,29.90329933,-83.60790253,25,Ezell Airport,US-FL,Keaton Beach,
7FL4,,29.904057,-81.68515,75,Haller Airpark,US-FL,Green Cove Springs,
MX-1292,,29.9062,-109.307,1801,Huásabas Airport,MX-SON,Huásabas,
MX-0361,,29.907,-114.447676,16,Punta Bufeo Airport,MX-BCN,Ensenada,
IR-0008,,29.90723638,50.42784691,0,Gorreh Airport,IR-06,,
K3T5,,29.90800095,-96.94999695,324,Fayette Regional Air Center Airport,US-TX,La Grange,
XA43,,29.90810013,-99.20690155,2030,Fall Creek Ranch Airport,US-TX,Kerrville,
MX-0741,,29.909806,-114.467944,39,Las Encantadas Airstrip,MX-BCN,Ensenada,
7TS7,,29.9111,-94.339103,20,Broussard Farm Airport,US-TX,Hamshire,
MX-1299,,29.9113,-110.2067,2117,Huépac Airport,MX-SON,Huépac,
MX-1307,,29.9124,-106.39658,5179,San Lorencito Airport,MX-CHH,Villa Ahumada,
US-2027,,29.912674,-97.633577,491,Brooks Place Airport,US-TX,Lockhart,
1TS1,,29.91270065,-95.99410248,165,Laas Farm Airport,US-TX,Pattison,
9X9,,29.912701,-95.826599,165,Sack-O-Grande Acroport Airport,US-TX,Katy,
7TE0,,29.91379929,-94.20819855,21,Kelley Crop Service Airport,US-TX,Fannett,
33FD,,29.9144001,-83.26650238,50,R O Ranch STOLport,US-FL,Mayo,
34TS,,29.91580009,-98.24749756,940,Canyon Lake Airport,US-TX,Canyon Lake,
PK-0024,,29.916193,66.987726,5790,Spezand Airfield,PK-BA,Spezand,
FA62,,29.91690063,-82.48320007,145,Santa Fe River Ranch Airport,US-FL,Alachua,
8TS8,,29.91740036,-100.913002,1945,Rnk Ranch Airport,US-TX,Del Rio,
3LA0,,29.91970062,-92.24739838,10,Harrington Flying Service Airport,US-LA,Kaplan,
9TE6,,29.921611,-96.800966,390,Rocky Creek Ranch Airport,US-TX,La Grange,
1XS0,,29.9224,-98.480904,1170,Double U Ranch Airport,US-TX,Spring Branch,
CN-0165,,29.92280006,121.5739975,0,Ningbo Zhangqiao Air Base,CN-33,,
OP28,,29.92329979,66.74610138,5215,Dhingar Airport,PK-BA,Dhingar,
TA29,,29.92580032,-100.8399963,1630,Flying D Ranch Airport,US-TX,Del Rio,
US-2486,,29.92646,-101.09093,0,Grey Canyon Airport,US-TX,Comstock,
48XS,,29.9265995,-103.2949982,3325,Maravillas Gap Ranch Airport,US-TX,Marathon,
XS69,,29.927788,-100.002444,1829,Hackberry Ranch Airport,US-TX,Barksdale,
FD31,,29.9279995,-82.70120239,20,Bradley Airport,US-FL,Fort White,
MX-1309,,29.92847,-110.61753,2260,Opodepe Airport,MX-SON,Opodepe,
17TE,,29.92910004,-98.94029999,1470,Comfort Airpark,US-TX,Comfort,
MM32,,29.92959976,-112.6559982,148,Puerto Libertad North Airport,MX-SON,,
4XS0,,29.931357,-95.95871,210,Pfeffer & Son Farms Airport,US-TX,Waller,
US-0515,,29.9323694,-98.6771167,1231,Sunny V Ranch Airport,US-TX,Sisterdale,
82LA,,29.93239975,-89.93280029,5,Fisher's Field,US-LA,Chalmette,
ZSZS,,29.93420029,122.3619995,3,Zhoushan Airport,CN-33,Zhoushan,
TX07,,29.93429947,-101.2340012,1820,Nix River Ranch Strip,US-TX,Comstock,
LS68,,29.9347,-92.213501,10,Ken Guidry #1 Airport,US-LA,Abbeville,
KEYQ,,29.9352,-95.639603,137,Weiser Air Park,US-TX,Houston,
FL54,,29.93549919,-82.41069794,115,Flying Tiger Field,US-FL,Worthington,
TX42,,29.9375,-96.03944397,175,Fair Weather Field,US-TX,Monaville,
1XS1,72286,29.93829918,-95.04660034,60,Dunham Field,US-TX,Crosby,
57TE,,29.93880081,-99.78340149,2296,Prade Ranch Airport,US-TX,Leakey,
4TA4,,29.93910027,-96.05970001,174,Pea Patch Airport,US-TX,Hempstead,
LLOV,,29.9403,34.935799,1492,Ovda Airport,IL-D,Eilat,
06R,72254,29.94190025,-96.24610138,289,Grawunder Field,US-TX,Bellville,
OPBR,,29.94630051,73.24909973,500,Bahawalnagar Airport,PK-PB,Bahawalnagar,
US-1769,,29.946531,-95.941517,0,Pfeffer 2 Airport,US-TX,Waller,
KECU,,29.94689941,-100.1740036,2372,Edwards County Airport,US-TX,Rocksprings,
14FD,,29.94910049,-81.49040222,23,Sunshine Farms Airport,US-FL,St Augustine,
MX-1063,,29.949722,-114.511389,98,Paredones Airport,MX-BCN,Ensenada,
KBPT,,29.95079994,-94.02069855,15,Southeast Texas Regional Airport,US-TX,Beaumont/Port Arthur,
3TE1,,29.95159912,-94.90440369,53,Gum Island Airport,US-TX,Dayton,
LS40,,29.95190048,-90.28610229,13,St Charles Airport,US-LA,Ama,
K2CB,,29.95249939,-81.97969818,196,Camp Blanding Army Air Field/NG Airfield,US-FL,Camp Blanding Mil Res(Starke),
US-2994,,29.9538,-94.22615,15,M&M Air Services Airport,US-TX,Beaumont,
8XS9,,29.9571991,-98.79060364,1331,Rust Field,US-TX,Waring,
KSGJ,,29.9592,-81.339798,10,Northeast Florida Regional Airport,US-FL,St Augustine,
7TS3,,29.9599,-97.985298,800,Wyatt Airport,US-TX,San Marcos,
US-2012,,29.95995,-99.46752,2060,Whitworth Ranch Airport,US-TX,Hunt,
OPDG,,29.96100044,70.48590088,492,Dera Ghazi Khan Airport,PK-PB,Dera Ghazi Khan,
US-2011,,29.96364,-99.48025,2182,South Fork Ranch Landing Strip,US-TX,Hunt,
63LA,,29.96409988,-91.91210175,23,Leonards Airfield & Indust Park Airport,US-LA,Delcambre,
FD16,,29.96579933,-82.87280273,75,Flying C Farm Airport,US-FL,Branford,
92TE,,29.96689987,-102.9339981,3250,Chaney San Francisco Ranch Airport,US-TX,Marathon,
VNST,,29.97109985,81.81890106,9246,Simikot Airport,NP-KA,Simikot,
4XS8,,29.971403,-98.111901,960,Winn Ranch Airport,US-TX,Wimberley,
61TX,,29.97240067,-96.30719757,250,Traylor Tick Farm Airport,US-TX,Bellville,
FL60,,29.97249985,-81.6608963,21,Reynolds Airpark,US-FL,Green Cove Springs,
XS80,,29.972556,-98.934637,1497,Scout Airport,US-TX,Comfort,
35LA,,29.97450066,-92.17610168,10,Ms Pats Airport,US-LA,Abbeville,
TA73,,29.97470093,-99.16840363,1680,Barclay's Roost Airport,US-TX,Kerrville,
TA90,,29.97470093,-95.81800079,181,Green Acres Airport,US-TX,Hockley,
US-0787,,29.974944,-82.925027,43,White Field Airport,US-FL,Branford,
08TE,72327,29.975331,-98.742451,1447,B. J. Mc Combs Sisterdale Airport,US-TX,Comfort,
K0R3,,29.97579956,-92.084198,16,Abbeville Chris Crusta Memorial Airport,US-LA,Abbeville,
2FD0,,29.9758,-82.907303,45,Lazyboy Airport,US-FL,Branford,
KERV,,29.97669983,-99.08570099,1617,Kerrville Municipal Louis Schreiner Field,US-TX,Kerrville,
8TX2,,29.97850037,-100.2020035,2380,Freeman Ranch Airport,US-TX,Rocksprings,
0FL1,,29.983299,-82.835602,110,Thompson Airfield,US-FL,Branford,
1LA1,72293,29.98349953,-90.43479919,10,Triche Field,US-LA,Hahnville,
KIAH,,29.9843998,-95.34140015,97,George Bush Intercontinental Houston Airport,US-TX,Houston,
1TE2,,29.98629951,-95.01689911,65,Flying F Ranch Airport,US-TX,Crosby,
TS07,,29.98629951,-95.68560028,152,Dry Creek Airport,US-TX,Cypress,
MX-1439,,29.9881,-112.7262,0,Campo Julio Airstrip,MX-SON,Pitiquito,
2J0,,29.98950005,-84.395401,11,Wakulla County Airport,US-FL,Panacea,
XS29,,29.990801,-94.422401,35,Sonny Broussard Landing Strip,US-TX,Nome,
6XA4,,29.99173855,-95.95435381,0,Zadow Airstrip,US-TX,,
FL03,,29.99189949,-82.36650085,131,Department of Corrections Field,US-FL,Lake Butler,
70XS,,29.99329948,-98.04329681,840,Restoration Ranch Airport,US-TX,Wimberley,
37X,,29.99340057,-95.93029785,235,Skydive Houston Airport,US-TX,Waller,
KMSY,,29.99340057,-90.25800323,4,Louis Armstrong New Orleans International Airport,US-LA,New Orleans,
13LS,74777,29.9939003,-92.38559723,12,Tee Brad's Airport,US-LA,Kaplan,
VISP,,29.9939003,77.4253006,891,Sarsawa Air Force Station,IN-UP,,
US-1824,,29.99879,-96.76103,0,Double D Farms Airport,US-TX,Warrenton,
OI13,,30,53.71149826,6970,Mahmudabad Airport,IR-14,,
6TS8,,30.003333,-96.581111,400,Rabb And Nobra Airport,US-TX,Industry,
TA07,,30.00720024,-94.96690369,70,Jet Ag Inc Airport,US-TX,Dayton,
LA61,,30.008627,-92.238841,20,Kenan Airstrip,US-LA,Kaplan,
3TE4,,30.008801,-104.665001,3071,Hot Springs Airport,US-TX,Presidio,
56TX,,30.00939941,-96.75939941,440,Anchorage Farm Field,US-TX,Warrenton,
US-1907,,30.00943,-92.31221,0,Hanks Airport,US-LA,Kaplan,
2XS5,,30.01049995,-98.4253006,1420,Cross Triangle Ranch Airport,US-TX,Twin Sisters,
3TS1,,30.01140022,-98.04049683,1083,White Wings Airport,US-TX,Wimberley,
1LA0,72309,30.012107,-92.526941,6,Ken Guidry #2 Airport,US-LA,Gueydan,
21TE,,30.01269913,-94.92410278,68,Seaberg Ranch Airport,US-TX,Dayton,
LS38,,30.01309967,-91.86920166,15,Richard's Airport,US-LA,New Iberia,
0TS9,,30.015499,-97.737197,600,Jim Roach Field,US-TX,Niederwald,
MX-1300,,30.0157,-110.2072,2323,Banámichi Airport,MX-SON,Banámichi,
US-1905,,30.01697,-93.07202,0,Grosse Savanne Airport,US-LA,Bell City,
US-2985,,30.01738,-92.52681,0,Boatner Landing Strip,US-LA,Gueydan,
88XS,,30.0191,-94.387703,35,Bogan & Fontenot Airport,US-TX,Nome,
JO-0003,,30.01919937,36.12590027,0,Al Jafr 2 Air Base,JO-MN,,
US-1563,,30.019983,-85.49861,0,Tyndall AFB Silver Flag Runway,US-FL,Panama City,
48TE,,30.021,-101.573056,1824,4M Ranch Airfield,US-TX,Langtry,
3TS7,,30.021099,-94.945999,70,Pavlat Airport,US-TX,Dayton,
ORUQ,,30.021374,47.921851,0,Umm Qasr Airport,IQ-BA,Umm Qasr,
4TA6,,30.0223999,-99.38369751,2000,Comanche Caves Ranch Airport,US-TX,Hunt,
XS28,,30.0266,-94.4627,42,North Willis Airport,US-TX,Nome,
US-1399,,30.027266,-98.116407,0,Eagle Rock Ranch Airport,US-TX,Woodcreek,
HE46,,30.0273,32.9758,1596,El Sharqi Airport,EG-SIN,Nakhl,
K84R,,30.027638,-97.166948,323,Smithville Crawford Municipal Airport,US-TX,Smithville,
34LS,,30.02890015,-92.01450348,20,Coastal Ridge Airpark,US-LA,Abbeville,
1LA3,,30.03079987,-92.83350372,4,Goose Island Airport,US-LA,Hayes,
US-2525,,30.03332,-98.11733,0,Woodcreek Resort Airport,US-TX,Woodcreek,
60TX,,30.03359985,-96.26360321,350,P-K Ranch Airport,US-TX,Bellville,
72XS,,30.0336,-96.6847,340,El Paisano Airport,US-TX,Round Top,
97LA,,30.03380013,-92.05519867,50,Greene Air Park,US-LA,Milton,
1FL3,,30.03440094,-82.78209686,75,Z Ranch Airport,US-FL,Lake City,
IR-0011,,30.03582962,52.80027151,0,Mansurabad North Airport,IR-14,,
3TA1,,30.0366,-98.697502,1600,Diamond K Ranch Airport,US-TX,Comfort,
US-2210,,30.03692,-100.25589,0,Rocksprings West Landing Field,US-TX,Rocksprings,
XS27,,30.037248,-94.397303,45,Farm Air Service Airport,US-TX,Nome,
KARA,,30.0378,-91.883904,24,Acadiana Regional Airport,US-LA,New Iberia,
US-1564,,30.038505,-85.525753,0,Tyndall AFB Drone Runway,US-FL,Panama City,
US-2984,,30.039231,-92.293145,0,Vincent Flying Services Airport,US-LA,Kaplan,
KNEW,,30.04240036,-90.02829742,8,Lakefront Airport,US-LA,New Orleans,
KT51,,30.042801,-95.667198,166,Dan Jones International Airport,US-TX,Houston,
11FL,,30.04299927,-81.88089752,88,Williams Field,US-FL,Middleburg,
US-2963,,30.04358,-102.11872,0,Dryden Airport,US-TX,Dryden,
FL27,,30.04380035,-82.60399628,120,Lake City Airpark,US-FL,Lake City,
XS58,,30.044323,-94.706059,70,Tri-County Air Service Airport,US-TX,Raywood,
US-3004,,30.04497,-94.71228,0,Darrell Airstrip,US-TX,Liberty,
K6R6,,30.04599953,-102.2129974,2322,Terrell County Airport,US-TX,Dryden,
10LS,,30.046301,-91.994598,20,G & J Fly A Way Ultralightport,US-LA,Youngsville,
US-1227,,30.047151,-92.28349,16,Meaux Landing Strip,US-LA,Kaplan,
US-2054,,30.04735,-97.98354,960,Hays City Airport,US-TX,Kyle,
FD71,,30.04829979,-82.98390198,55,O'Brien Airpark East/West Airport,US-FL,Branford,
LA04,,30.0502,-91.066803,17,Cane-Air Airport,US-LA,Belle Rose,
US-2013,,30.05101,-99.34586,1798,Hunt Landing Strip,US-TX,Hunt,
TX70,,30.05188942,-96.21823883,280,Eberly Ranch Airport,US-TX,Chappell Hill,
4FD2,,30.05380058,-83.01869965,40,Flying 'F' Farms Airport,US-FL,O'Brien,
FL28,,30.05579948,-82.17230225,123,State Prison Field,US-FL,Raiford,
06TX,,30.05760002,-95.81289673,215,Diamond N Ranch Airport,US-TX,Hockley,
US-0239,,30.0576992,-99.51280212,2002,Stowers Ranch Airport,US-TX,Hunt,
32TX,,30.05809975,-96.35919952,365,Hinson Airport,US-TX,Kenney,
TS35,,30.05830002,-94.97810364,80,West Liberty Airport,US-TX,Dayton,
KDWH,,30.0618,-95.55280304,152,David Wayne Hooks Memorial Airport,US-TX,Houston,
XS33,,30.06240082,-93.86460114,10,Chesson Airport,US-TX,Orangefield,
4TE6,,30.06270027,-94.94740295,85,Jamison Airstrip,US-TX,Dayton,
HECP,,30.064358,31.837643,816,Capital International Airport,EG-C,New Administrative Capital,
FL13,,30.0685997,-81.96070099,150,Spencer's Airpark,US-FL,Middleburg,
KORG,,30.06920052,-93.80090332,13,Orange County Airport,US-TX,Orange,
K40J,,30.0693,-83.580597,44,Perry-Foley Airport,US-FL,Perry,
33LA,,30.06959915,-91.98619843,25,Sky Ranch Airport,US-LA,Youngsville,
KPAM,,30.06959915,-85.57540131,17,Tyndall Air Force Base,US-FL,Panama City,
KBMT,,30.070635,-94.215746,32,Beaumont Municipal Airport,US-TX,Beaumont,
LS14,,30.070999,-92.825104,6,Lyon Airport,US-LA,Thornwell,
US-0155,,30.0735,-101.429001,1975,Rancho Grande Airport,US-TX,Ozona,
HEEM,,30.074699,31.191401,59,Giza Embaba Airport,EG-C,Cairo,
62LA,,30.074877,-92.214406,21,Ken Guidry #4 Airport,US-LA,Kaplan,
85TX,,30.07769966,-97.96559906,983,Rutherford Ranch Airport,US-TX,Buda,
KT78,,30.07780075,-94.69860077,70,Liberty Municipal Airport,US-TX,Liberty,
LA36,,30.07980537,-90.8932724,16,Whitehall Field Ultralightport,US-LA,Convent,
US-1228,,30.082859,-92.267654,16,Abshire Landing Strip,US-LA,Kaplan,
46LS,,30.086111,-92.532222,4,Venissat Airstrip,US-LA,Gueydan,
K1L0,,30.087,-90.582602,7,Port of South Louisiana Executive Regional Airport,US-LA,Reserve,
MX-1108,,30.089695,-115.747619,459,El Diamante del Mar Airport,MX-BCN,Ensenada,
LS44,,30.089899,-92.343697,15,Ken Guidry #3 Airport,US-LA,Kaplan,
FL18,,30.09049988,-83.05460358,50,Suwannee Farms Airport,US-FL,O'Brien,
TX41,,30.09129906,-98.36470032,1340,Pippen-York Ranch Airport,US-TX,Blanco,
OP21,,30.09140015,72.15380096,430,Velhari Airport,PK-PB,Velhari,
HEAZ,,30.09180069,31.36000061,300,Almaza Air Force Base,EG-C,Cairo,
0TS4,,30.09189987,-96.79499817,410,Ullrich Airport,US-TX,Ledbetter,
7TA0,,30.09219933,-95.6516037,198,Field's Field,US-TX,Tomball,
9FL0,,30.0923996,-83.08540344,50,Suwannee Belle Airport,US-FL,Live Oak,
25XA,,30.092863,-98.701258,1974,Headwaters Airport,US-TX,Stonewall,
US-2209,,30.09361,-100.09213,0,Forister Ranch Landing Strip,US-TX,Rocksprings,
LA32,,30.094679,-92.70092,11,Lake Air Service Airport,US-LA,Lake Arthur,
4XS9,,30.09600067,-98.16280365,1300,Garnett Ranch Airport,US-TX,Wimberley,
3TA0,,30.09690094,-100.4049988,2250,Four Square Ranch Airport,US-TX,Rocksprings,
US-2487,,30.0974,-101.0791,0,Virgil Cauthorn Ranch Airport,US-TX,Del Rio,
8FD1,,30.09880066,-82.92759705,90,Buckner Airport,US-FL,Mc Alpin,
US-2572,,30.099397,-95.861031,250,Flying B Ranch Airport,US-TX,Waller,
75FL,,30.102663,-85.479555,13,Sandy Creek Airpark,US-FL,Panama City,
FA32,,30.10330009,-83.45030212,83,Circle P Airport,US-FL,Perry,
3TE9,,30.10580063,-94.95880127,91,Pinoak Airport,US-TX,Dayton,
HESX,,30.108148,30.89569,553,Sphinx International Airport,EG-GZ,Giza,
FD50,,30.10910034,-83.18869781,45,The Trails Airport,US-FL,Mayo,
55TX,,30.111462,-94.258103,39,Stonecipher Airport,US-TX,Beaumont,
US-2488,,30.11153,-101.05483,0,Robert Cauthorn Ranch Airport,US-TX,Del Rio,
26XS,,30.1140995,-98.46140289,1420,Tatum Ranch Airport,US-TX,Blanco,
7XS7,,30.11470032,-98.93109894,2030,Indian Springs Ranch Airport,US-TX,Fredericksburg,
FL10,,30.11499977,-82.90899658,90,Little River Airport,US-FL,Mc Alpin,
MX-1425,,30.11588,-114.62871,23,El Huerfanito Airstrip,MX-BCN,Ensenada,
HECW,,30.1164,30.9154,550,Cairo West Air Base,EG-GZ,Cairo,
TX49,,30.11829948,-95.86000061,250,Biggin Hill Airport,US-TX,Hockley,
35TS,,30.1215992,-96.08660126,260,Hempstead Gliderport,US-TX,Hempstead,
HECA,,30.12190056,31.40559959,382,Cairo International Airport,EG-C,Cairo,
9FD9,,30.12240028,-82.96790314,100,Buddys Ag Service Airport,US-FL,Mc Alpin,
3TA5,,30.122467,-98.374783,1460,Blanco Landing Airport,US-TX,Blanco,
7LA4,,30.12520027,-92.21959686,23,Gladney Airport,US-LA,Rayne,
FD84,,30.12520027,-82.66369629,200,Delta Airport,US-FL,Lake City,
62FD,,30.12529945,-81.74420166,0,Doctors Lake Seaplane Base,US-FL,Orange Park,
DZ-0004,,30.12558,-2.13726,0,Béni Abbès Airport,DZ-08,Béni Abbès,
KLCH,,30.12610054,-93.22329712,15,Lake Charles Regional Airport,US-LA,Lake Charles,
XS23,,30.12660027,-99.47119904,2200,Priour Ranch Airport,US-TX,Mountain Home,
88LA,,30.12940025,-92.13510132,20,Freebird Field,US-LA,Lafayette,
TA53,,30.130486,-98.409262,1500,Rocky Top Ranch Airport,US-TX,Blanco,
3XS8,,30.13080025,-95.90019989,250,Ken Ada Ranch Airport,US-TX,Waller,
FA29,,30.13080025,-83.54940033,65,Lumar Field,US-FL,Perry,
KUXL,,30.13139915,-93.37609863,10,Southland Field,US-LA,Sulphur,
US-1199,,30.131808,-99.293532,2008,Riata Ranch Airport,US-TX,Mountain Home,
MX-0676,,30.132725,-106.408644,4698,Harpe Airport,MX-CHH,Villa Ahumada,
US-0135,,30.13349915,-98.38359833,1460,Cts Stacy Airport,US-TX,Blanco,
3XS4,,30.13439941,-93.93599701,15,Jenkins Airport,US-TX,Vidor,
4FD5,,30.13489914,-85.73410034,0,Grand Lagoon Seaplane Base,US-FL,Panama City,
1XA5,,30.135069,-97.148581,410,Flying Armadillo Field,US-TX,Paige,
IQ-0041,,30.135675,47.649387,0,Safwan Airport,IQ-BA,Safwan,
00LS,,30.13629913,-92.42939758,12,Lejeune Airport,US-LA,Esterwood,
18TA,,30.13629913,-99.74369812,2330,West Kerr Ranch Airport,US-TX,Junction,
50TX,,30.137037,-98.524017,1598,Kennedy Ranch Airport,US-TX,Blanco,
3LA6,,30.13769913,-93.07929993,12,Morgan Crop Service Nr 2 Airport,US-LA,Lake Charles,
3LA8,,30.13850021,-93.22789764,16,Open A-1 Ranch Airport,US-LA,Lake Charles,
US-2224,,30.13975,-99.39028,0,Hernandez Trail Landing Strip,US-TX,Mountain Home,
60TE,,30.141323,-99.15042,1990,Tierra Linda Ranch Airport,US-TX,Kerrville,
ZUKD,,30.142464,101.73872,14042,Kangding Airport,CN-51,Kangding,
US-0961,,30.142781,-92.333328,16,A J Patrol Airport,US-LA,Crowley,
9TX1,,30.1432991,-96.85610199,465,Bar S Ranch Airport,US-TX,Giddings,
51LA,,30.14349937,-91.15319824,15,R T Leblanc Airport,US-LA,White Castle,
US-2965,,30.14417,-102.434881,0,Sanderson Airport (1965),US-TX,Sanderson,
FL50,,30.14660072,-82.57230377,183,Rossi Field,US-FL,Lake City,
US-2972,,30.14753,-103.84396,0,Marfa Auxiliary Army Airfield #1 / A-1 South Field,US-TX,Marfa,
02XS,,30.147699,-97.662804,510,Seidel Ranch Airport,US-TX,Elroy,
0TA7,,30.14819908,-103.8929977,4702,Alta Vista Ranch Airport,US-TX,Marfa,
9TS3,,30.1483,-95.966904,310,Simaron Ranch Airport,US-TX,Waller,
XA95,,30.14940071,-104.6829987,2913,Candelaria Airport,US-TX,Candelaria,
US-2964,,30.15052,-102.41243,0,Sanderson Airport (1938),US-TX,Sanderson,
HLTD,,30.15169907,9.715310097,1122,Ghadames East Airport,LY-NL,Ghadames,
K9X1,,30.1534,-95.321999,122,North Houston Airport,US-TX,Porter,
15FL,,30.15369987,-82.66639709,125,Cannon Creek Airpark,US-FL,Lake City,
XS20,,30.15410042,-99.29779816,2058,Dos Arroyos Ranch Airport,US-TX,Mountain Home,
64TE,,30.159034,-99.337209,2016,Apache Springs Airport,US-TX,Mountain Home,
MX-1301,,30.1606,-110.2505,2484,Sinoquipe Airport,MX-SON,Arizpe,
K3R2,,30.1609993,-92.48490143,17,Le Gros Memorial Airport,US-LA,Crowley,
MX-1294,,30.1667,-109.7673,2822,San Rafael de la Noria Airstrip,MX-SON,Cumpas,
TA55,,30.1677,-97.592796,460,Del Valle Airport,US-TX,Del Valle,
MX-1323,,30.168653,-109.330637,2133,Villa Hidalgo Airstrip,MX-SON,Villa Hidalgo,
KGYB,,30.1693,-96.980003,485,Giddings-Lee County Airport,US-TX,Giddings,
KL38,,30.172701,-90.940598,14,Louisiana Regional Airport,US-LA,Gonzales,
US-2214,,30.17478,-100.20478,0,Hardwick Ranch Landing Strip,US-TX,Rocksprings,
FL05,,30.175501,-82.606499,160,Hill Landing Strip,US-FL,Lake City,
FD61,,30.1765995,-82.99790192,104,Wright Farms Airport,US-FL,Live Oak,
12LS,,30.17860031,-92.28500366,20,Hains Airstrip,US-LA,Rayne,
US-2489,,30.1817,-101.0872,1755,Juno Airport,US-TX,Ozona,
KLCQ,,30.18199921,-82.57689667,201,Lake City Gateway Airport,US-FL,Lake City,
US-2158,,30.18353,-100.65541,0,Earwood Ranch Airport,US-TX,Rocksprings,
4FD4,,30.18490028,-85.74990082,0,Bay Seaplanes Seaplane Base,US-FL,Panama City,
TA17,,30.18720055,-96.4332962,387,Live Oak Ranch Airport,US-TX,Brenham,
TE97,,30.18779945,-98.95829773,1760,Cameron Ranch Airport,US-TX,Fredericksburg,
US-0177,,30.18798,-97.41453,412,Utley Field,US-TX,Bastrop,
87TA,,30.18910027,-99.26979828,2180,Cielo Grande Ranch Airport,US-TX,Mountain Home,
VIDN,,30.189699,78.180298,1831,Dehradun Airport,IN-UL,Dehradun,
89TA,,30.19269943,-95.96330261,308,Soaring Club of Houston Gliderport,US-TX,Waller,
0FL8,,30.19389915,-81.68190002,0,Gary Gale Seaplane Base,US-FL,Jacksonville,
EG-0004,,30.194401,33.4128,0,Bir Hasanah,EG-SIN,Nakhl,
KAUS,,30.19449997,-97.66989899,542,Austin Bergstrom International Airport,US-TX,Austin,
9FD7,,30.196225,-83.309044,90,Fort Atkinson Plantation Airpark,US-FL,Day,
FD68,,30.198,-84.253502,15,Wakulla Club Airport,US-FL,St. Marks,
LA31,,30.20000076,-92.9332962,16,Gotreaux Strip,US-LA,Lacassine,
US-2213,,30.20042,-100.26631,0,Baker Ranch Landing Strip,US-TX,Rocksprings,
US-2490,,30.20112,-100.96423,1823,Thomas Ranch Airport,US-TX,Sonora,
US-0369,,30.201273,-85.817422,10,Panama City Beach Airstrip,US-FL,Panama City Beach,
LS72,,30.20299911,-92.81210327,13,Aerolite Aero Park Ultralightport,US-LA,Welsh,
OPMT,,30.20319939,71.4190979,403,Multan International Airport,PK-PB,Multan,
XS22,,30.20409966,-99.67369843,2136,Y O Ranch Airport,US-TX,Mountain Home,
US-1099,,30.20437,-103.251083,4034,Los Muertos Airport,US-TX,Marathon,
LA75,,30.2052784,-92.21444702,29,Glenn's Strip Ultralightport,US-LA,Duson,
KLFT,,30.20529938,-91.98760223,42,Lafayette Regional Airport,US-LA,Lafayette,
MX-0737,,30.206291,-108.950653,3701,Pista Huachinera,MX-SON,Huachinera,
29LS,,30.207801,-93.265298,8,L Auberge du Lac Hotel Seaplane Base,US-LA,Lake Charles,
US-1916,,30.20833,-101.64782,1677,Hackberry Landing Airstrip,US-TX,Ozona,
LA84,,30.20944405,-90.93083191,10,St Elizabeth Hospital,US-LA,Gonzales,
44TX,,30.21050072,-99.09480286,1875,White Oak Airport,US-TX,Fredericksburg,
KCWF,,30.2105999,-93.14320374,17,Chennault International Airport,US-LA,Lake Charles,
FD42,,30.21159935,-83.05460358,90,Cooksey Brothers Airport,US-FL,Live Oak,
KPFN,,30.212099,-85.6828,20,Panama City-Bay Co International Airport,US-FL,Panama City,
48T,,30.21689987,-98.43360138,1540,Bamberger Ranch Airport,US-TX,Johnson City,
US-2223,,30.21795,-99.45096,0,Ell Ranch Landing Strip,US-TX,Mountain Home,
KVQQ,,30.21870041,-81.87670136,81,Cecil Airport,US-FL,Jacksonville,
K11R,,30.21899986,-96.3742981,307,Brenham Municipal Airport,US-TX,Brenham,
TS36,,30.21960068,-99.14080048,2110,Silver Wings Airport,US-TX,Fredricksburg,
2XS1,,30.21969986,-98.30259705,1188,Harris Ranch Airport,US-TX,Johnson City,
US-0588,,30.219711,-92.319794,21,K-John Airport,US-LA,Crowley,
LA91,,30.22130013,-91.83350372,21,Gary Landing Strip Ultralightport,US-LA,Parks,
4TS5,,30.22190094,-99.49839783,2189,Goebel Field,US-TX,Mountain Home,
LS18,,30.22389984,-92.7786026,21,Ag Aviation Airport,US-LA,Welsh,
1LS0,,30.22410011,-90.88200378,14,Cal Mire Field,US-LA,Gonzales,
63XS,,30.22410011,-98.28859711,1120,Byram Ranch Airport,US-TX,Henly,
LA71,,30.22439957,-93.00019836,26,O'Brien Flying Service Airport,US-LA,Iowa,
US-2226,,30.22456,-97.75721,0,Penn Field,US-TX,Austin,
5TE2,,30.22520065,-98.14199829,1384,Bleakley Ranch Airport,US-TX,Dripping Springs,
