station_id,wmo_id,latitude,longitude,elevation_m,site,state,country,site_type
YSWA,,-42.10169983,148.0679932,0,Swansea Airport,AU-TAS,,
YTUN,,-42.09999847,147.3670044,0,Tunbridge Airport,AU-TAS,,
SCSR,,-42.08333206,-71.8638916,1200,Segundo Corral Alto Airport,CL-LL,Segundo Corral,
NZML,,-42.08300018,173.2830048,2813,Molesworth Airport,NZ-MBH,Molesworth,
YQNS,,-42.075001,145.531998,867,Queenstown Airport,AU-TAS,,
SAVD,,-42.02920151,-71.17250061,2355,El Maiten Airport,AR-U,El Maiten,
SCBT,,-42.0288887,-72.09610748,705,Rincón Bonito Airport,CL-LL,Cochamo,
SCHW,,-42.02861023,-72.6894455,30,Hualaihué Airport,CL-LL,Hualaihue,
YFRI,,-42,148.2590027,0,Friendly Beaches Airport,AU-TAS,,
YCAE,,-41.96722412,147.5305481,710,Campbell Town Airport,AU-TAS,,
SCRN,,-41.962223,-72.453888,10,Río Negro Airport,CL-LL,Río Negro,
SAVB,,-41.94319916,-71.53230286,1141,El Bolson Airport,AR-R,El Bolson,
SCAC,,-41.904251,-73.796571,315,Pupelde Airport,CL-LL,Ancud,
YZHN,,-41.88330078,145.3500061,0,Zeehan Airport,AU-TAS,,
SCLD,,-41.86669922,-71.93440247,1001,Llanada Grande Airport,CL-LL,Llanada Grande,
AR-0335,,-41.8428,-65.0822,118,Bahía Dorada Airport,AR-R,Sierra Grande,
YVAF,,-41.81000137,147.2920074,0,Valley Field Airport,AU-TAS,,
SCCK,,-41.80030441,-72.72223663,10,Contao Airport,CL-LL,Contao,
NZMR,,-41.79669952,172.3150024,531,Murchison Airport,NZ-TAS,Murchison,
AU-0019,,-41.78170013,147.7194061,700,Avoca Airport,AU-TAS,Avoca,
NZLE,,-41.75920105,172.7460022,1709,Lake Station Airport,NZ-TAS,,
NZ-0016,,-41.7458992,174.2720032,0,Cape Campbell airstrip,NZ-MBH,,
SCRI,,-41.74282,-71.909981,1000,Río Frío Airport,CL-LL,Río Frío,
NZWS,,-41.73809814,171.5809937,13,Westport Airport,NZ-WTC,,
YLGD,,-41.69530106,147.1430054,0,Longdown Airport,AU-TAS,,
AR-0613,,-41.669222,-66.097071,0,Arroyo de la Ventana Airport,AR-R,Arroyo de la Ventana,
SCPB,,-41.66222382,-72.30222321,120,Puelo Bajo Airport,CL-LL,Puelo Bajo,
SAVS,,-41.59170151,-65.33940125,688,Sierra Grande Airport,AR-R,Sierra Grande,
YMLT,,-41.54529953,147.2140045,562,Launceston Airport,AU-TAS,Launceston,
NZOM,,-41.54000092,173.9219971,102,Omaka Blenheim Airport,NZ-MBH,Blenheim,
YMLC,,-41.53329849,146.3329926,0,Mole Creek Airport,AU-TAS,,
NZWB,,-41.5182991,173.8699951,109,Woodbourne Airport,NZ-MBH,Blenheim,
SCKM,,-41.48333359,-72.30000305,130,Cochamó Airport,CL-LL,Cochamo,
SCPF,,-41.45777893,-72.91860962,367,Marcel Marchant Airport,CL-LL,Puerto Montt,
YWRT,,-41.45000076,145.5500031,0,Waratah Airport,AU-TAS,,
AR-0615,,-41.438981,-66.090185,0,Arroyo Los Berros Airport,AR-R,Arroyo Los Berros,
SCTE,,-41.43889999,-73.09400177,294,El Tepual Airport,CL-LL,Puerto Montt,
SCPV,,-41.34939957,-72.94670105,430,El Mirador Airport,CL-LL,Puerto Varas,
NZPN,,-41.34609985,173.9559937,161,Picton Aerodrome,NZ-MBH,Koromiko,
YSTH,,-41.33670044,148.2819977,48,St Helens Airport,AU-TAS,,
YLHL,,-41.33330154,146.5,0,Long Hill Airport,AU-TAS,,
NZWN,,-41.32720184,174.8049927,41,Wellington International Airport,NZ-WGN,Wellington,
SAVJ,,-41.32089996,-69.57489777,2925,Cabo F.A.A. H. R. Bordón Airport,AR-R,Ingeniero Jacobacci,
NZNS,,-41.2983017,173.220993,17,Nelson Airport,NZ-NSN,Nelson,
YBFR,,-41.25903326,144.8860645,0,Balfour Airport,AU-TAS,,
NZFT,,-41.24330139,175.9600067,46,Flat Point Aerodrome,NZ-WGN,,
SAVQ,,-41.24309921,-68.70780182,2912,Maquinchao Airport,AR-R,Maquinchao,
NZKM,,-41.23669815,172.1049957,30,Karamea Airport,NZ-WTC,,
LTB,,-41.23518803,146.3961697,12,Latrobe Airport,AU-TAS,Latrobe,
SCDD,,-41.23472214,-72.51499939,226,Don Dobri Airport,CL-LL,Puerto Varas,
NZMT,,-41.21419907,175.4859924,0,Martinborough Airport,NZ-WGN,Martinborough,
YDPO,,-41.16970062,146.4299927,33,Devonport Airport,AU-TAS,Devonport,
SAZK,,-41.16329956,-71.44270325,3450,Cerro Catedral Airport,AR-R,Cerro Catedral,
SAZS,,-41.151199,-71.157501,2774,San Carlos De Bariloche Airport,AR-R,San Carlos de Bariloche,
SCFR,,-41.13083267,-73.06472015,469,Frutillar Airport,CL-LL,Frutillar,
AR-0295,,-41.12666702,-70.71389008,3192,Pilcaniyeu Airport,AR-R,Pilcaniyeu,
NZMK,,-41.12329865,172.9889984,39,Motueka Airport,NZ-TAS,,
SCEV,,-41.11700058,-73.05000305,489,El Avellano Airport,CL-LL,Frutillar,
AR-0238,,-41.09719849,-71.17780304,2558,Lago Nahuel Huapi Airport,AR-R,Nahuel Huapi,
SCFI,,-41.09500122,-73.12666321,377,Fundo Tehuén Airport,CL-LL,Frutillar,
YGTO,,-41.08000183,146.8399963,0,Georgetown (Tas) Airport,AU-TAS,,
SCPU,,-41.05416489,-72.0083313,900,Peulla Airport,CL-LL,Peulla,
SCAA,,-41.04277802,-73.04750061,459,Añorada Airport,CL-LL,Frutillar,
YBDP,,-41.01670074,147.4170074,0,Bridport Airport,AU-TAS,,
NZSO,,-41.00889969,174.0890045,0,Marlborough Sounds Water Aerodrome,NZ-MBH,Malborough Sounds,
YWYY,,-40.99890137,145.7310028,62,Wynyard Airport,AU-TAS,Burnie,
SCOC,,-40.99305725,-72.65972137,600,Las Araucarias Airport,CL-LL,Puerto Octay,
NZMS,,-40.97330093,175.6340027,364,Hood Airport,NZ-WGN,Masterton,
SCPR,,-40.94333267,-73.16999817,416,Corte Alto Airport,CL-LL,Purranque,
SCYU,,-40.940556,-73.011667,443,Cuyumaique Airport,CL-LL,Purranque,
NZPP,,-40.90470123,174.9889984,22,Paraparaumu Airport,NZ-WGN,,
AU-0027,,-40.89916611,147.8647156,50,Boobyalla Airfield,AU-TAS,,
SCNO,,-40.89286804,-72.87999725,328,Ñochaco Airport,CL-LL,Ñochaco,
SCJK,,-40.88444519,-72.36888885,459,Juan Kemp Airport,CL-LL,Osorno,
SAVV,,-40.8692,-63.0004,20,Gobernador Castello Airport,AR-R,Viedma / Carmen de Patagones,
YSMI,,-40.83499908,145.0839996,31,Smithton Airport,AU-TAS,,
AR-0011,,-40.817699,-68.074699,2571,Los Menucos Airport,AR-R,Los Menucos,
NZTK,,-40.81330109,172.7749939,102,Takaka Airport,NZ-TAS,,
AR-0619,,-40.799532,-64.864185,0,Puerto San Antonio Este Airstrip,AR-R,Puerto San Antonio Este,
NZOT,,-40.785582,175.1513,114,Otaki Airport,NZ-WGN,Otaki,
AR-0390,,-40.7781,-62.9803,131,Carmen De Patagones Airport,AR-B,Carmen de Patagones,
SAVN,,-40.7512,-65.0343,85,Antoine de Saint Exupéry Airport,AR-R,San Antonio Oeste,
AR-0016,,-40.74010086,-64.98049927,85,(Old) Antoine De Saint Exupery Airport,AR-R,San Antonio Oeste,
AR-0017,,-40.70000076,-66.15000153,629,Valcheta Airport,AR-R,Valcheta,
NZAN,,-40.69810104,175.8560028,500,Alfredton Airport,NZ-MWT,Alfredton,
SCOL,,-40.6894455,-72.34555817,676,Refugio del Lago Airport,CL-LL,Puyehue,
SCYL,,-40.64139938,-72.41110229,625,Licán Airport,CL-LR,Puyehue,
SCQM,,-40.638332,-73.127792,250,Las Quemas Airport,CL-LL,Osorno,
SCYC,,-40.6277771,-72.76222229,485,La Capilla Airport,CL-LL,Puyehue,
SCCP,,-40.620277,-72.84639,377,Callipulli Airport,CL-LL,Osorno,
SCJO,,-40.611198,-73.060997,187,Cañal Bajo Carlos - Hott Siebert Airport,CL-LL,Osorno,
SCOP,,-40.56916809,-73.12999725,213,Pilauco Airport,CL-LL,Osorno,
SCOS,,-40.54719925,-73.1556015,79,Osorno Pampa Ale Airport,CL-LL,Osorno,
AR-0612,,-40.523752,-67.214651,0,Ministro Ramos Mexía Airport,AR-R,Ministro Ramos Mexía,
SCRQ,,-40.52190018,-72.77279663,502,Rucañanco Airport,CL-LR,Rio Bueno,
YCKD,,-40.51670074,148.1329956,0,Clarke Island Airport,AU-TAS,,
YHTR,,-40.51670074,144.7330017,0,Hunter Island Airport,AU-TAS,,
SCKD,,-40.46780014,-72.68499756,525,El Cardal Airport,CL-LR,Rio Bueno,
NZFP,,-40.45669937,175.2700043,39,Foxpine Aerodrome,NZ-MWT,,
AR-0620,,-40.418091,-63.663347,0,Guardia Mitre Airstrip,AR-R,Guardia Mitre,
SCBN,,-40.40060043,-72.66139984,607,Cotreumo Airport,CL-LR,Rio Bueno,
AR-0074,,-40.39390182,-70.96330261,2323,Caleufu Airport,AR-Q,Caleufu,
YCBN,,-40.39170074,148.0169983,0,Cape Barren Island Airport,AU-TAS,,
SCRR,,-40.365278,-72.776667,345,Purrahuín Airport,CL-LR,Rio Bueno,
SCSQ,,-40.34111023,-73.3172226,157,Quilpe Airport,CL-LL,San Pablo,
AR-0269,,-40.33530045,-71.33920288,3061,Meliquina Airport,AR-Q,Meliquina,
NZPM,,-40.3205986,175.6170044,151,Palmerston North Airport,NZ-MWT,,
SCXR,,-40.31999969,-72.22499847,328,Las Bandurrias Airport,CL-LR,Lago Ranco,
SCVV,,-40.31639862,-72.97720337,147,Los Maitenes de Villa Vieja Airport,CL-LR,La Union,
NZPO,,-40.28079987,176.6519928,200,Porangahau Aerodrome,NZ-HKB,,
NZFI,,-40.25579834,175.6049957,214,Feilding Airport,NZ-MWT,Feilding,
SCLF,,-40.24420166,-72.23690033,335,Calcurrupe Airport,CL-LR,Llifen,
NZDV,,-40.22829819,176.0789948,640,Dannevirke Aerodrome,NZ-MWT,,
AR-0344,,-40.2106,-62.6175,91,Stroeder Airport,AR-B,Stroeder,
NZOH,,-40.20600128,175.3880005,164,RNZAF Base Ohakea,NZ-MWT,,
SCIF,,-40.2057991,-72.23139954,330,Chollinco Airport,CL-LR,Llifen,
SCZB,,-40.205278,-72.568056,394,Pozo Brujo Airport,CL-LR,La Unión,
YLDB,,-40.20000076,148.25,0,Lady Barron (Flinders Is) Airport,AU-TAS,,
SCAQ,,-40.19829941,-72.02919769,590,Arquilhué Airport,CL-LR,Lago Ranco,
SAVA,,-40.19219971,-70.01000214,2128,Piedra Del Aguila Airport,AR-Q,Piedra del Aguila,
SCHK,,-40.15859985,-73.65440369,59,Hueicolla Airport,CL-LR,La Union,
SCGF,,-40.140833,-72.283611,486,Golfo Azul Airport,CL-LR,Futrono,
SCPL,,-40.12889862,-72.66169739,755,Calpulli Airport,CL-LR,Paillaco,
YFLI,,-40.09170151,147.9929962,10,Flinders Island Airport,AU-TAS,Flinders Island,
SAZY,,-40.075401,-71.137299,2569,Aviador C. Campos Airport,AR-Q,Chapelco/San Martin de los Andes,
SCFU,,-40.06639862,-72.53780365,886,Loncopan Airport,CL-LR,Futrono,
SCGA,,-40.00189972,-73.6964035,118,Punta Galera Airport,CL-LR,La Union,
NZYP,,-39.99670029,176.5370026,430,Waipukurau Airport,NZ-HKB,,
NZWU,,-39.96220016,175.0249939,27,Wanganui Airport,NZ-MWT,Wanganui,
YKII,,-39.87749863,143.878006,132,King Island Airport,AU-TAS,,
SCHN,,-39.86579895,-72.13140106,457,Chan Chan Airport,CL-LR,Choshuenco,
YKCK,,-39.84880066,147.8580017,0,Killiecrankie Airport,AU-TAS,,
AR-0456,,-39.84749985,-70.8638916,2267,San Ignacio Airport,AR-Q,Junin de Los Andes,
NZKY,,-39.84609985,176.4230042,840,Kowhai Aerodrome,NZ-HKB,,
SCVG,,-39.82939911,-72.48829651,820,El Vergel Airport,CL-LR,Riñihue,
SCCM,,-39.82500076,-72.08249664,479,Molco Airport,CL-LR,Choshuenco,
SCVL,,-39.7969017,-73.24169922,13,Las Marías Airport,CL-LR,Valdivia,
AR-0431,,-39.70388794,-71.16999817,2810,Hosteria San Huberto Airport,AR-Q,Junin de Los Andes,
NZVR,,-39.68500137,175.7890015,1550,Taihape Airport,NZ-MWT,Taihape,
SCPG,,-39.65330124,-72.36029816,940,Municipal de Panguipulli Airport,CL-LR,Panguipulli,
SCVD,,-39.65000153,-73.08609772,59,Pichoy Airport,CL-LR,Valdivia,
NZHS,,-39.646702,176.766998,72,Hastings Aerodrome,NZ-HKB,Bridge Pa,
NZHA,,-39.55329895,174.2669983,371,Hawera Airport,NZ-TKI,Hawera,
SCNG,,-39.55059814,-72.29029846,853,Papageno Airport,CL-LR,Panguipulli,
SCGP,,-39.5306015,-72.34999847,820,Curaco Airport,CL-LR,Panguipulli,
NZNR,,-39.465801,176.869995,6,Hawke's Bay Airport,NZ-HKB,Napier,
AR-0292,,-39.4561,-62.6747,88,Pedro Luro Airport,AR-B,Pedro Luro,
NZRU,,-39.44639969,175.6580048,2686,Waiouru Airport,NZ-MWT,,
SCKQ,,-39.32694626,-72.02722168,1476,Curimanque Airport,CL-AR,Pucon,
NZSD,,-39.31890106,174.3099976,951,Stratford Airport,NZ-TKI,Stratford,
SCVI,,-39.3125,-72.06222534,945,Villarrica Airport,CL-AR,Villarrica,
SCPC,,-39.2928009,-71.91590118,853,Pucón Airport,CL-AR,Pucon,
SA29,,-39.28639984,-65.61029816,642,Choele Choel Airport,AR-R,Choele Choel,
SCMF,,-39.25583267,-72.34333038,935,Malloco Airport,CL-AR,Villarrica,
YWLP,,-39.1310997,146.4250031,0,Wilsons Promontory Airport,AU-VIC,,
AR-0307,,-39.10055542,-70.99888611,3245,Pulmari Airport,AR-Q,Pulmari,
AR-0381,,-39.07360077,-67.08000183,934,Villa Regina Airport,AR-R,Villa Regina,
SCSH,,-39.06277847,-73.16999817,82,El Budi Airport,CL-AR,Teodoro Schmidt,
SCKB,,-39.05749893,-71.68972015,1641,Llollenorte Airport,CL-AR,Lago Caburga,
SCLK,,-39.05749893,-72.07416534,1148,Lago Colico Airport,CL-AR,Cunco,
SCGY,,-39.05305481,-71.9936142,1312,Los Guayes Airport,CL-AR,Cunco,
YTDL,,-39.03419876,146.3269958,0,Tidal River Airport,AU-VIC,,
NZNP,,-39.00859833,174.1790009,97,New Plymouth Airport,NZ-TKI,New Plymouth,
NZWO,,-39.00690079,177.4069977,42,Wairoa Airport,NZ-HKB,Wairoa,
SAHR,,-39.0007019,-67.62049866,852,Dr. Arturo H. Illia Airport,AR-R,General Roca,
SAZQ,,-38.995,-64.1408,275,Rio Colorado Airport,AR-R,Rio Colorado,
SAHZ,,-38.975498,-70.113602,3330,Zapala Airport,AR-Q,Zapala,
NZTN,,-38.96829987,175.8139954,1220,Turangi Airport,NZ-WKO,,
AR-0035,,-38.95809937,-67.8035965,951,Allen Airport,AR-R,Allen,
AR-0037,,-38.95029831,-71.04920197,3819,Alumine Airport,AR-Q,Alumine,
SAZN,,-38.949001,-68.155701,895,Presidente Peron Airport,AR-Q,Neuquen,
SAZW,,-38.93970108,-69.26460266,2132,Cutral-Co Airport,AR-Q,Cutral-Co,
SCQP,,-38.9259,-72.6515,333,La Araucanía Airport,CL-AR,Temuco,
SCSU,,-38.91916656,-72.3666687,705,Santa Lucía Airport,CL-AR,Freire,
SCKC,,-38.90694427,-72.21527863,895,Roberto Chavéz Airport,CL-AR,Cunco,
SA27,,-38.89709854,-62.01029968,16,Puerto Rosales Airport,AR-B,Puerto Rosales,
AR-0025,,-38.89310074,-67.98860168,885,Cipoletti Aeroclub Airport,AR-R,Cipoletti,
NZRK,,-38.88639832,176.3639984,2323,Rangitaiki Airfield,NZ-BOP,,
YCTY,,-38.86000061,143.5149994,0,Cape Otway Airport,AU-VIC,,
SCML,,-38.856111,-71.8125,1388,Melipeuco Airport,CL-AR,Melipeuco,
NZTM,,-38.83940125,175.2619934,902,Taumarunui Airport,NZ-MWT,,
AR-0308,,-38.8342,-62.0869,9,Punta Alta Airport,AR-B,Punta Alta,
AR-0103,,-38.80166626,-68.03722382,1171,Cinco Saltos Airport,AR-R,Cinco Saltoses,
AR-0149,,-38.79944611,-70.4347229,3924,Estancia Llamuco Airport,AR-Q,Llamuco,
YAPO,,-38.77493023,143.6611748,0,Apollo Bay Airport,AU-VIC,,
SCTC,,-38.76679993,-72.63710022,304,Maquehue Airport,CL-AR,Temuco,
SCQI,,-38.74972153,-71.21778107,3806,Icalma Airport,CL-AR,Lonquimay,
AR-0592,,-38.743657,-60.553332,167,Copetonas Airport,AR-B,Copetonas,
AR-0113,,-38.7411,-61.2561,393,Coronel Dorrego Airport,AR-B,Coronel Dorrego,
NZAP,,-38.73970032,176.0839996,1335,Taupo Airport,NZ-WKO,Taupo,
NZLT,,-38.7317009,176.0350037,0,Lake Taupo Water Airport,NZ-WKO,Lake Taupo,
AR-0034,,-38.7306,-63.2869,219,Algarrobo/La Reforma Airport,AR-B,Bahia Blanca,
SAZB,,-38.725,-62.1693,246,Comandante Espora Airport,AR-B,Bahia Blanca,
YFCK,,-38.71500015,146.0529938,0,Fish Creek Airport,AU-VIC,,
SCVU,,-38.69583511,-72.34055328,738,Agromanzún Airport,CL-AR,Vilcun,
SCVY,,-38.69138718,-72.28555298,820,Malla Airport,CL-AR,Vilcun,
SCNH,,-38.683333,-72.243889,992,Ainhoa Airport,CL-AR,Vilcún,
WHL,,-38.682382,146.445331,35,Welshpool Airport,AU-VIC,Welshpool,
AR-0023,,-38.6722,-62.3522,49,Bahia Blanca Aeroclub Airport,AR-B,Bahia Blanca,
NZGS,,-38.66329956,177.9779968,15,Gisborne Airport,NZ-GIS,Gisborne,
SCRV,,-38.611389,-72.128889,1280,La Verónica Airport,CL-AR,Vilcún,
YPBH,,-38.59999847,142.9170074,0,Peterborough Airport,AU-VIC,,
AR-0538,,-38.576401,-58.796429,55,Pulverizaciones Aerosur Airport,AR-B,Necochea,
YYRM,,-38.56669998,146.7550049,15,Yarram Airport,AU-VIC,,
SCLS,,-38.54888916,-72.14583588,1230,Esperanza Airport,CL-AR,Lautaro,
SCLA,,-38.54277802,-72.45471954,699,General Tovarías Airport,CL-AR,Lautaro,
SA38,,-38.53889847,-70.33709717,2788,Las Lajas Airport,AR-Q,Las Lajas,
YNHE,,-38.524667,145.327578,46,Newhaven Airport,AU-VIC,Newhaven,
YCWS,,-38.50830078,145.2129974,0,Cowes Airport,AU-VIC,,
AR-0071,,-38.49860001,-61.88439941,521,Cabildo Airport,AR-B,Cabildo,
YLEG,,-38.49309921,145.8600006,263,Leongatha Airport,AU-VIC,,
SAZO,,-38.4831,-58.8172,72,Necochea Airport,AR-B,Necochea,
AR-0432,,-38.478789,-58.804836,108,Iriberri Airport,AR-B,Necochea,
YWON,,-38.47169876,145.6230011,0,Wonthaggi Airport,AU-VIC,,
SCQY,,-38.44990158,-71.35479736,3182,Villa Portales Airport,CL-AR,Lonquimay,
AR-0278,,-38.4164,-58.3839,49,Moromar Airport,AR-B,Quequen,
SA20,,-38.413799,-68.737297,1328,Loma La Lata Airport,AR-Q,Neuquen,
SCHM,,-38.40999985,-73.90083313,23,Punta El Saco Airport,CL-BI,Isla Mocha,
AR-0558,,-38.40573,-60.29968,350,Santagiulian Airport,AR-B,Tres Arroyos,
NZGA,,-38.40390015,176.7440033,594,Galatea Airfield,NZ-BOP,,
SAZH,,-38.3869,-60.3297,400,Tres Arroyos Airport,AR-B,Tres Arroyos,
AR-0063,,-38.3858,-58.1336,42,Bellamar Airport,AR-B,Miramar,
SCIM,,-38.38499832,-73.86889648,52,Isla Mocha Airport,CL-BI,Isla Mocha,
AU-0024,,-38.36196518,142.2642212,10,Port Fairy,AU-VIC,,
AR-0244,,-38.3547,-58.1089,52,Las Cortaderas Airport,AR-B,Miramar,
SCQK,,-38.3516655,-73.48860931,220,Lequecahue Airport,CL-BI,Tirua,
AR-0447,,-38.3478,-60.2761,350,Petrazzini Airport,AR-B,Tres Arroyos,
AR-0454,,-38.3339,-59.6303,328,San Cayetano Airport,AR-B,San Cayetano,
SCQC,,-38.3330574,-72.58694458,823,La Colmena Airport,CL-AR,Quino,
YCDE,,-38.326666,143.056666,0,Cobden Airport,AU-NSW,,
YPOD,,-38.31809998,141.470993,265,Portland Airport,AU-VIC,,
AR-0413,,-38.3086,-58.105,72,Estancia Lucila Airport,AR-B,Mar del Sur,
NZTT,,-38.30329895,175.1470032,161,Te Kuiti Airfield,NZ-WKO,Te Kuiti,
YTQY,,-38.29999924,144.3650055,9,Torquay Airport,AU-VIC,Torquay,
YWBL,,-38.29529953,142.4470062,242,Warrnambool Airport,AU-VIC,,
YOLA,,-38.286701,143.679993,450,Colac Airport,AU-VIC,Colac,
SCTR,,-38.27138901,-72.66249847,812,Traiguén Airport,CL-AR,Traiguen,
YTYA,,-38.26670074,145.1750031,88,Tyabb Airport,AU-VIC,Melbourne,
YBRS,,-38.258056,144.4275,15,Barwon Heads Airport,AU-VIC,,
SCTO,,-38.24560165,-72.34860229,1148,Victoria Airport,CL-AR,Victoria,
AR-0458,,-38.241804,-61.827675,895,Santo Tomás de La Sierra Airport,AR-B,Saldungaray,
NZTO,,-38.23669815,175.8919983,1220,Tokoroa Airfield,NZ-WKO,Tokoroa,
NZAE,,-38.23300171,176.5169983,3100,Mount Tarawera Airport,NZ-BOP,Mount Tarawera,
SCVO,,-38.23194504,-72.48332977,978,María Ester Airport,CL-AR,Victoria,
SA14,,-38.2271,-57.8697,42,Miramar Airport,AR-B,Miramar,
YGLG,,-38.22499847,144.3329926,43,Geelong Airport,AU-VIC,,
YGRD,,-38.21670151,144.3329926,0,Grovedale Airport,AU-VIC,,
YTDN,,-38.21670151,145.427002,3,Tooradin Airport,AU-VIC,,
AR-0453,,-38.2163887,-61.7508316,747,Saldungaray Airport,AR-B,Saldungaray,
YDRN,,-38.208972,145.831097,330,Drouin Airport,AU-VIC,Drouin,
YLTV,,-38.207199,146.470001,180,Latrobe Valley Airport,AU-VIC,Morwell,
AR-0255,,-38.1906,-58.7864,265,Loberia Airport,AR-B,Loberia,
NZTS,,-38.18109894,174.7079926,69,Taharoa Aerodrome,NZ-WKO,Taharoa,
YSLE,,-38.17010117,144.6889954,47,St Leonards Airfield,AU-VIC,,
SCCU,,-38.15805435,-71.42388916,2132,Lolco Airport,CL-AR,Lonquimay,
NZES,,-38.14830017,175.5500031,443,Wharepapa South Airport,NZ-WKO,,
YCES,,-38.14830017,144.2579956,0,Ceres Airport,AU-VIC,,
AR-0256,,-38.1478,-58.7542,262,Nika Airport,AR-B,Lobería,
SAZU,,-38.14510345,-65.92294312,180,Puelches Airport,AR-L,Puelches,
YSLT,,-38.116699,147.074997,0,Sale Airport,AU-VIC,Sale,
NZRO,,-38.10919952,176.3170013,935,Rotorua Regional Airport,NZ-BOP,Rotorua,
YLOY,,-38.10829926,145.7779999,0,Longwarry Airport,AU-VIC,,
YPAK,,-38.0992059,145.4878235,0,Pakenham Airport,AU-VIC,Pakenham,
YMES,,-38.09889984,147.1490021,23,RAAF Base East Sale,AU-VIC,,
AR-0355,,-38.09560013,-62.25030136,934,Tornquist Airport,AR-B,Tornquist,
YWSL,,-38.090827,146.965335,72,West Sale Airport,AU-VIC,Sale,
NZRL,,-38.08330154,176.2669983,0,Rotorua Lakes Water Aerodrome,NZ-BOP,Lake Rotorua,
LCP,,-38.081902,-70.643898,3627,Loncopue Airport,AR-Q,Loncopue,
AR-0209,,-38.06610107,-63.42829895,524,Jacinto Arauz Airport,AR-L,Jacinto Arauz,
YKUW,,-38.04999924,143.1499939,0,Kurweeton Airport,AU-VIC,,
YBER,,-38.03977689,145.3360319,0,Berwick Airport,AU-VIC,Berwick,
YMAV,,-38.039398,144.468994,35,Avalon Airport,AU-VIC,Melbourne,
YLVB,,-38.03329849,144.3329926,0,Lovely Banks Airport,AU-VIC,,
AR-0180,,-38.02939987,-60.13610077,636,Gonzalez Chaves Airport,AR-B,Gonzalez Chaves,
AR-0291,,-38.0287,-57.6393,196,Parque Hermoso Airport,AR-B,Mar Del Plata,
NZOP,,-38.02249908,177.3070068,30,Opotiki Airport,NZ-BOP,,
YBUP,,-38.01670074,145.75,0,Bunyip Airport,AU-VIC,,
AR-0391,,-38.0153,-57.6536,147,Club De Planeadores Airport,AR-B,Mar del Plata,
AR-0061,,-38.0117,-57.6775,203,Batan Airport,AR-B,Mar Del Plata,
AR-0114,,-38.00666809,-61.33194351,810,Coronel Pringles Airport,AR-B,Coronel Pringles,
AR-0438,,-38.0036,-59.3489,449,La Madrugada Airport,AR-B,Juan N. Fernández,
SCKO,,-37.99388885,-72.2491684,1420,Agua Buena Airport,CL-AR,Collipulli,
SCGB,,-37.97777939,-72.92944336,272,Guadaba Airport,CL-AR,Los Sauces,
YMMB,,-37.97579956,145.102005,50,Melbourne Moorabbin Airport,AU-VIC,Melbourne,
AR-0425,,-37.94972,-63.6175,528,General San Martin (La Pampa) Airport,AR-L,General San Martin,
SAZM,,-37.9342,-57.5733,72,Ástor Piazzola International Airport,AR-B,Mar del Plata,
YDER,,-37.93416667,143.2277778,600,Derrinallum Airport,AU-VIC,,
YLSM,,-37.93330002,143.3500061,0,Lismore Airport,AU-VIC,,
YMPC,,-37.932201,144.753006,14,RAAF Williams, Point Cook Base,AU-VIC,Point Cook
YLED,,-37.921233,144.103058,790,Lethbridge Airpark,AU-VIC,,
NZWK,,-37.92060089,176.9140015,20,Whakatane Airport,NZ-BOP,,
AR-0024,,-37.9156,-58.3442,393,Balcarce Aeroclub Airport,AR-B,Balcarce,
SA30,,-37.91019821,-67.83499908,1026,Colonia Catriel Airport,AR-R,Colonia Catriel,
YMPH,,-37.90000153,143.1670074,0,Mount Elephant Airport,AU-VIC,,
YRKE,,-37.90000153,143.7169952,0,Kuruc-A-Ruc South Airport,AU-VIC,,
YBNS,,-37.88750076,147.5679932,165,Bairnsdale Airport,AU-VIC,,
AU-0175,,-37.883407,144.443387,298,Rothwell Airfield,AU-VIC,Little River,
YEDH,,-37.88330078,144.0829926,0,Meredith Airport,AU-VIC,,
YLET,,-37.87919998,147.9869995,0,Lakes Entrance Airport,AU-VIC,,
YBXH,,-37.86729813,141.7019958,0,Branxholme Airport,AU-VIC,,
NZHN,,-37.86669922,175.3320007,172,Hamilton International Airport,NZ-WKO,Hamilton,
YLVT,,-37.86360168,144.7460022,18,RAAF Williams, Laverton Base,AU-VIC,Laverton
YLKE,,-37.85269928,147.9579926,0,Lakes Entrance Airport,AU-VIC,,
SAHE,,-37.851398,-71.009201,5435,Caviahue Airport,AR-Q,Lafontaine,
SCPP,,-37.8488884,-72.0083313,1680,Poco a Poco Airport,CL-BI,Mulchen,
YGRL,,-37.84220123,148,184,Great Lakes Vi Airport,AU-VIC,,
YCWO,,-37.83330154,142.7169952,0,Chatsworth Airport,AU-VIC,,
SA21,,-37.80979919,-67.65930176,1138,Veinticinco De Mayo Airport,AR-L,Colonia Veinticinco de Mayo,
NZRA,,-37.80469894,174.8600006,10,Raglan Airfield,NZ-WKO,,
SCGO,,-37.79470062,-72.68720245,240,Los Confines Airport,CL-AR,Angol,
YORB,,-37.79000092,148.6100006,28,Orbost Airport,AU-VIC,,
SCNM,,-37.776112,-73.383614,252,Las Misiones Airport,CL-BI,Cañete,
AR-0128,,-37.750242,-62.33425,1040,Saavedra Airport,AR-B,Saavedra,
YMTG,,-37.74560165,140.7850037,212,Mount Gambier Airport,AU-SA,,
NZTE,,-37.74420166,175.1609955,49,Te Kowhai Airfield,NZ-WKO,,
